entity,score,index,word,start,end
LABEL_1,0.5241224,79,R,344,345
LABEL_1,0.5285643,80,##I,345,346
LABEL_0,0.5422788,81,-,346,347
LABEL_0,0.5084988,82,Ana,347,350
LABEL_0,0.5786269,83,##tel,350,353
LABEL_1,0.5420801,84,),353,354
LABEL_0,0.5380069,85,",",354,355
LABEL_0,0.587548,86,aprovado,356,364
LABEL_0,0.58616966,87,pela,365,369
LABEL_1,0.59536994,88,Resolução,370,379
LABEL_1,0.59458005,89,n,380,381
LABEL_0,0.50682604,90,.,381,382
LABEL_1,0.68434745,91,º,382,383
LABEL_0,0.69235957,92,61,384,386
LABEL_1,0.5397749,93,##2,386,387
LABEL_0,0.5469338,94,",",387,388
LABEL_1,0.53102446,95,de,389,391
LABEL_0,0.5240616,96,29,392,394
LABEL_1,0.5009581,97,de,395,397
LABEL_0,0.5050295,98,abril,398,403
LABEL_1,0.53491867,99,de,405,407
LABEL_0,0.5982577,100,2013,409,413
LABEL_0,0.5380201,101,",",413,414
LABEL_0,0.632591,102,que,416,419
LABEL_1,0.52345484,103,dispõe,421,427
LABEL_1,0.5794592,104,sobre,429,434
LABEL_0,0.61983,105,a,436,437
LABEL_0,0.53914386,106,organização,439,450
LABEL_1,0.6068537,107,e,452,453
LABEL_1,0.51593626,108,o,455,456
LABEL_1,0.7671568,109,funcionamento,458,471
LABEL_0,0.52597994,110,da,473,475
LABEL_0,0.56249315,111,Agência,477,484
LABEL_1,0.63506037,112,Nacional,486,494
LABEL_1,0.62988526,113,de,496,498
LABEL_0,0.5972737,114,Tele,499,503
LABEL_0,0.5275057,115,##comunicações,503,515
LABEL_0,0.51399165,116,(,516,517
LABEL_1,0.5236747,117,Ana,517,520
LABEL_0,0.52186,118,##tel,520,523
LABEL_1,0.5747935,119,),523,524
LABEL_1,0.5502447,120,",",524,525
LABEL_1,0.5399803,121,em,526,528
LABEL_1,0.5648508,122,observ,529,535
LABEL_1,0.5143706,123,##ância,535,540
LABEL_1,0.562289,124,ao,541,543
LABEL_1,0.5761273,125,disposto,544,552
LABEL_0,0.5286521,126,nos,553,556
LABEL_1,0.56400687,127,art,557,560
LABEL_0,0.50859606,128,##s,560,561
LABEL_1,0.5784981,129,.,561,562
LABEL_1,0.60805184,130,19,563,565
LABEL_1,0.5663034,131,",",565,566
LABEL_1,0.54190326,132,XX,567,569
LABEL_1,0.55446184,133,##VI,569,571
LABEL_1,0.5247002,134,##I,571,572
LABEL_0,0.52660507,135,",",572,573
LABEL_1,0.5015934,136,e,574,575
LABEL_1,0.66357934,137,22,576,578
LABEL_0,0.51153046,138,",",578,579
LABEL_1,0.58025527,139,X,580,581
LABEL_1,0.5037446,140,",",581,582
LABEL_0,0.5482232,141,da,583,585
LABEL_0,0.5833699,142,Lei,586,589
LABEL_1,0.6119258,143,n,590,591
LABEL_0,0.5003863,144,.,591,592
LABEL_1,0.7229784,145,º,592,593
LABEL_1,0.74124765,146,9,594,595
LABEL_1,0.6594602,147,.,595,596
LABEL_1,0.50897604,148,47,596,598
LABEL_1,0.62840974,149,##2,598,599
LABEL_0,0.56048226,150,",",599,600
LABEL_1,0.54472893,151,de,601,603
LABEL_1,0.5553867,152,16,604,606
LABEL_0,0.5018461,153,de,607,609
LABEL_0,0.5669869,154,julho,610,615
LABEL_1,0.54328376,155,de,616,618
LABEL_0,0.60193825,156,1997,619,623
LABEL_0,0.5799821,157,",",623,624
LABEL_0,0.612815,158,Lei,625,628
LABEL_1,0.57034904,159,Geral,629,634
LABEL_1,0.5874771,160,de,635,637
LABEL_0,0.5948846,161,Tele,638,642
LABEL_0,0.52717906,162,##comunicações,642,654
LABEL_1,0.520807,163,(,655,656
LABEL_1,0.5679988,164,LG,656,658
LABEL_1,0.6253811,165,##T,658,659
LABEL_1,0.54048544,166,),659,660
LABEL_0,0.51890653,167,.,660,661
LABEL_0,0.5792441,168,A,662,663
LABEL_1,0.6247217,169,atuação,664,671
LABEL_1,0.5718322,170,desta,672,677
LABEL_1,0.5623085,171,Super,678,683
LABEL_1,0.51832545,172,##inte,683,687
LABEL_1,0.5697231,173,##ndência,687,694
LABEL_1,0.63744277,174,de,695,697
LABEL_1,0.52716863,175,Controle,698,706
LABEL_1,0.58799446,176,de,707,709
LABEL_0,0.6098018,177,Ob,710,712
LABEL_1,0.5180309,178,##riga,712,716
LABEL_0,0.53142637,179,##ções,716,720
LABEL_1,0.524294,180,(,721,722
LABEL_0,0.54185987,181,SC,722,724
LABEL_0,0.57086307,182,##O,724,725
LABEL_0,0.5026652,183,),725,726
LABEL_0,0.5005739,184,",",726,727
LABEL_1,0.54123515,185,no,728,730
LABEL_1,0.64143616,186,presente,731,739
LABEL_1,0.6021305,187,caso,740,744
LABEL_0,0.53227687,188,",",744,745
LABEL_1,0.5552937,189,é,746,747
LABEL_0,0.6192346,190,las,748,751
LABEL_0,0.54004526,191,##tre,751,754
LABEL_1,0.5987093,192,##ada,754,757
LABEL_0,0.5159773,193,no,758,760
LABEL_0,0.692716,194,que,761,764
LABEL_1,0.5576074,195,é,765,766
LABEL_1,0.56288284,196,estabelecido,767,779
LABEL_1,0.617517,197,no,780,782
LABEL_1,0.6559865,198,art,783,786
LABEL_1,0.5045707,199,.,786,787
LABEL_0,0.5775157,200,158,788,791
LABEL_1,0.524429,201,",",791,792
LABEL_1,0.75150526,202,in,793,795
LABEL_1,0.5255909,203,ver,796,799
LABEL_1,0.6389474,204,##bis,799,802
LABEL_0,0.5230271,205,",",802,803
LABEL_1,0.62159383,206,de,804,806
LABEL_1,0.5511235,207,onde,807,811
LABEL_1,0.6215094,208,destacam,812,820
LABEL_1,0.54782254,209,##os,820,822
LABEL_1,0.5427785,210,o,823,824
LABEL_1,0.58662176,211,inc,825,828
LABEL_1,0.6115717,212,##iso,828,831
LABEL_1,0.5535255,213,I,832,833
LABEL_1,0.50221884,214,:,833,834
LABEL_1,0.744559,215,Art,835,838
LABEL_0,0.5371925,216,.,838,839
LABEL_0,0.54668844,217,158,840,843
LABEL_0,0.52020663,218,.,843,844
LABEL_1,0.52680945,219,A,845,846
LABEL_1,0.5796118,220,Super,847,852
LABEL_1,0.50168544,221,##inte,852,856
LABEL_1,0.56357986,222,##ndência,856,863
LABEL_1,0.6433347,223,de,864,866
LABEL_0,0.50430477,224,Controle,867,875
LABEL_1,0.5966023,225,de,876,878
LABEL_0,0.59785724,226,Ob,879,881
LABEL_1,0.5267286,227,##riga,881,885
LABEL_0,0.53760767,228,##ções,885,889
LABEL_1,0.7152049,229,tem,890,893
LABEL_1,0.56657505,230,como,894,898
LABEL_1,0.5568961,231,competência,899,910
LABEL_1,0.5746702,232,:,910,911
LABEL_1,0.5381954,233,I,912,913
LABEL_0,0.50448954,234,-,914,915
LABEL_1,0.6506075,235,acompanhar,916,926
LABEL_1,0.55835664,236,e,927,928
LABEL_1,0.6466243,237,controlar,929,938
LABEL_0,0.5262014,238,as,939,941
LABEL_1,0.5224043,239,obrigações,942,952
LABEL_1,0.6063622,240,das,953,956
LABEL_1,0.719829,241,dete,957,961
LABEL_1,0.6583046,242,##nto,961,964
LABEL_1,0.6123225,243,##ras,964,967
LABEL_1,0.65478545,244,de,968,970
LABEL_1,0.6091801,245,concessão,971,980
LABEL_1,0.56531966,246,",",980,981
LABEL_0,0.53145814,247,permissão,982,991
LABEL_1,0.5233766,248,e,992,993
LABEL_0,0.5780747,1,ver,0,3
LABEL_0,0.55185664,2,##bis,3,6
LABEL_0,0.5389514,3,",",6,7
LABEL_0,0.6223665,4,de,8,10
LABEL_0,0.6012236,5,onde,11,15
LABEL_0,0.66626745,6,destacam,16,24
LABEL_0,0.6388329,7,##os,24,26
LABEL_0,0.74245375,8,o,27,28
LABEL_0,0.6601769,9,inc,29,32
LABEL_0,0.67957383,10,##iso,32,35
LABEL_0,0.6253437,11,I,36,37
LABEL_0,0.5586076,12,:,37,38
LABEL_0,0.73387086,13,Art,39,42
LABEL_0,0.64949405,14,.,42,43
LABEL_0,0.6714196,15,158,44,47
LABEL_0,0.6550948,16,.,47,48
LABEL_0,0.6524463,17,A,49,50
LABEL_0,0.68817157,18,Super,51,56
LABEL_0,0.60407865,19,##inte,56,60
LABEL_0,0.6838338,20,##ndência,60,67
LABEL_0,0.6184761,21,de,68,70
LABEL_0,0.67651993,22,Controle,71,79
LABEL_0,0.55738217,23,de,80,82
LABEL_1,0.6153591,24,Ob,83,85
LABEL_0,0.50354457,25,##riga,85,89
LABEL_0,0.53926957,26,##ções,89,93
LABEL_0,0.5718089,27,tem,94,97
LABEL_0,0.5961931,28,como,98,102
LABEL_0,0.6729233,29,competência,103,114
LABEL_0,0.6043117,30,:,114,115
LABEL_0,0.61685413,31,I,116,117
LABEL_0,0.5970503,32,-,118,119
LABEL_0,0.75724363,33,acompanhar,120,130
LABEL_0,0.63291335,34,e,131,132
LABEL_0,0.7309971,35,controlar,133,142
LABEL_0,0.66962427,36,as,143,145
LABEL_0,0.64440364,37,obrigações,146,156
LABEL_1,0.5388987,38,das,157,160
LABEL_0,0.51235634,39,dete,161,165
LABEL_0,0.5214253,40,##nto,165,168
LABEL_0,0.55931836,41,##ras,168,171
LABEL_1,0.509738,42,de,172,174
LABEL_0,0.61167157,43,concessão,175,184
LABEL_0,0.54424345,44,",",184,185
LABEL_0,0.5721567,45,permissão,186,195
LABEL_1,0.5480326,46,e,196,197
LABEL_0,0.54148805,47,autorização,198,209
LABEL_0,0.52912986,48,para,210,214
LABEL_0,0.63168144,49,exploração,215,225
LABEL_0,0.50508016,50,de,226,228
LABEL_0,0.53990465,51,serviços,229,237
LABEL_0,0.5353488,52,de,238,240
LABEL_0,0.5990821,53,tele,241,245
LABEL_0,0.6035802,54,##comunicações,245,257
LABEL_0,0.6048071,55,",",257,258
LABEL_0,0.52490515,56,de,259,261
LABEL_0,0.60919327,57,autorização,262,273
LABEL_0,0.6177786,58,de,274,276
LABEL_0,0.517998,59,uso,277,280
LABEL_1,0.5294998,60,de,281,283
LABEL_0,0.6523861,61,radio,284,289
LABEL_0,0.56168723,62,##fre,289,292
LABEL_0,0.62843215,63,##quência,292,299
LABEL_0,0.5957647,64,",",299,300
LABEL_0,0.52596265,65,de,301,303
LABEL_0,0.6368767,66,autorização,304,315
LABEL_0,0.63252115,67,de,317,319
LABEL_0,0.5619774,68,uso,321,324
LABEL_1,0.52211064,69,de,326,328
LABEL_0,0.5639097,70,numer,330,335
LABEL_0,0.61386424,71,##ação,335,339
LABEL_0,0.5532524,72,e,341,342
LABEL_0,0.5638272,73,de,344,346
LABEL_0,0.602314,74,direito,348,355
LABEL_0,0.51734257,75,de,357,359
LABEL_0,0.6080075,76,exploração,361,371
LABEL_0,0.51584107,77,de,373,375
LABEL_0,0.58275634,78,satélite,377,385
LABEL_0,0.58272654,79,deﬁnidas,387,395
LABEL_0,0.61978436,80,nos,397,400
LABEL_0,0.755439,81,instrumentos,401,413
LABEL_0,0.50931114,82,regula,414,420
LABEL_0,0.69101804,83,##tórios,420,426
LABEL_0,0.566335,84,perƟnentes,427,437
LABEL_0,0.5903914,85,e,438,439
LABEL_1,0.50514203,86,nos,440,443
LABEL_0,0.6223579,87,respecƟvos,444,454
LABEL_0,0.6780131,88,contratos,455,464
LABEL_0,0.6070921,89,",",464,465
LABEL_0,0.64120966,90,termos,466,472
LABEL_0,0.5288517,91,e,473,474
LABEL_1,0.55147547,92,atos,475,479
LABEL_0,0.65468675,93,;,479,480
LABEL_0,0.5811881,94,(,481,482
LABEL_0,0.62867814,95,.,482,483
LABEL_0,0.6370119,96,.,483,484
LABEL_0,0.61037934,97,.,484,485
LABEL_0,0.5076444,98,),485,486
LABEL_0,0.67398775,99,3,487,488
LABEL_0,0.63890636,100,.,488,489
LABEL_0,0.60159785,101,12,489,491
LABEL_0,0.6046439,102,.,491,492
LABEL_0,0.63173044,103,Dentre,493,499
LABEL_0,0.6048293,104,as,500,502
LABEL_0,0.5205392,105,faculdades,503,513
LABEL_0,0.5156216,106,concedida,514,523
LABEL_0,0.54972535,107,##s,523,524
LABEL_0,0.53706425,108,à,525,526
LABEL_0,0.6353081,109,SC,527,529
LABEL_0,0.6216738,110,##O,529,530
LABEL_0,0.51057386,111,cabe,531,535
LABEL_0,0.6443917,112,à,536,537
LABEL_0,0.533325,113,esta,538,542
LABEL_0,0.50437015,114,Ger,543,546
LABEL_0,0.612108,115,##ência,546,551
LABEL_0,0.5363363,116,de,552,554
LABEL_0,0.60018075,117,Controle,555,563
LABEL_1,0.5077928,118,de,564,566
LABEL_1,0.63376313,119,Ob,567,569
LABEL_1,0.5082124,120,##riga,569,573
LABEL_1,0.5093787,121,##ções,573,577
LABEL_1,0.64155984,122,Gerais,578,584
LABEL_0,0.5679505,123,(,585,586
LABEL_0,0.56839263,124,CO,586,588
LABEL_0,0.59747475,125,##GE,588,590
LABEL_1,0.5466087,126,),590,591
LABEL_0,0.7814231,127,o,592,593
LABEL_0,0.7321102,128,acompanhamento,594,608
LABEL_0,0.60098916,129,e,609,610
LABEL_0,0.7239405,130,controle,611,619
LABEL_0,0.67148817,131,do,620,622
LABEL_0,0.52956,132,cumprimento,623,634
LABEL_0,0.5582629,133,das,635,638
LABEL_0,0.5361118,134,demais,639,645
LABEL_0,0.6103219,135,obrigações,646,656
LABEL_0,0.54748386,136,e,657,658
LABEL_0,0.6166519,137,compromissos,659,671
LABEL_0,0.636483,138,não,672,675
LABEL_0,0.58956975,139,previsto,676,684
LABEL_0,0.6450597,140,##s,684,685
LABEL_0,0.5811784,141,nas,686,689
LABEL_0,0.55398065,142,Ger,690,693
LABEL_0,0.6403956,143,##ências,693,699
LABEL_0,0.62657577,144,de,700,702
LABEL_0,0.7045397,145,Controle,703,711
LABEL_0,0.5700824,146,de,712,714
LABEL_1,0.5190714,147,Ob,715,717
LABEL_0,0.62141216,148,##riga,717,721
LABEL_0,0.599649,149,##ções,721,725
LABEL_1,0.50247806,150,de,726,728
LABEL_0,0.5787221,151,Qual,729,733
LABEL_0,0.6644786,152,##idade,733,738
LABEL_1,0.5294401,153,",",738,739
LABEL_0,0.63942367,154,Universal,740,749
LABEL_0,0.6291279,155,##ização,749,755
LABEL_0,0.5538936,156,e,756,757
LABEL_1,0.5020053,157,de,758,760
LABEL_0,0.5333063,158,Am,761,763
LABEL_0,0.57061994,159,##pl,763,765
LABEL_0,0.6881356,160,##iação,765,770
LABEL_1,0.52689534,161,de,771,773
LABEL_1,0.507158,162,Acesso,774,780
LABEL_0,0.57790905,163,e,781,782
LABEL_0,0.5502953,164,de,783,785
LABEL_0,0.5438104,165,Direitos,786,794
LABEL_0,0.5432892,166,dos,795,798
LABEL_0,0.5094563,167,Cons,799,803
LABEL_1,0.5482501,168,##umi,803,806
LABEL_0,0.56366175,169,##dores,806,811
LABEL_0,0.56423223,170,.,811,812
LABEL_0,0.6575401,171,Desta,813,818
LABEL_0,0.6247078,172,##cam,818,821
LABEL_0,0.58557355,173,##os,821,823
LABEL_0,0.73191047,174,o,824,825
LABEL_0,0.6383693,175,inc,826,829
LABEL_0,0.61199635,176,##iso,829,832
LABEL_0,0.5969829,177,I,833,834
LABEL_0,0.7083703,178,do,835,837
LABEL_0,0.6783489,179,art,838,841
LABEL_0,0.53414273,180,.,841,842
LABEL_0,0.5336748,181,20,843,845
LABEL_0,0.5447603,182,##8,845,846
LABEL_0,0.72816265,183,do,847,849
LABEL_0,0.60311055,184,R,850,851
LABEL_0,0.6474443,185,##IA,851,853
LABEL_0,0.7090278,186,que,854,857
LABEL_0,0.6818462,187,assim,858,863
LABEL_0,0.61602736,188,deﬁne,864,869
LABEL_0,0.5862659,189,:,869,870
LABEL_0,0.73612076,190,Art,871,874
LABEL_0,0.60426354,191,.,874,875
LABEL_0,0.53507954,192,20,876,878
LABEL_0,0.5897686,193,##8,878,879
LABEL_0,0.6301294,194,.,879,880
LABEL_0,0.62550175,195,A,881,882
LABEL_0,0.59707844,196,Ger,883,886
LABEL_0,0.6636156,197,##ência,886,891
LABEL_0,0.6360966,198,de,892,894
LABEL_0,0.6759017,199,Controle,895,903
LABEL_0,0.58270603,200,de,904,906
LABEL_1,0.5830547,201,Ob,907,909
LABEL_0,0.5147084,202,##riga,909,913
LABEL_0,0.5235563,203,##ções,913,917
LABEL_1,0.6082347,204,Gerais,918,924
LABEL_0,0.59297425,205,tem,925,928
LABEL_0,0.51031363,206,",",928,929
LABEL_0,0.5157186,207,em,930,932
LABEL_0,0.5191979,208,sua,933,936
LABEL_0,0.6617189,209,área,937,941
LABEL_0,0.5351925,210,de,942,944
LABEL_0,0.685431,211,atuação,945,952
LABEL_0,0.555768,212,",",952,953
LABEL_0,0.66148037,213,as,954,956
LABEL_0,0.5255243,214,seguintes,957,966
LABEL_0,0.58965325,215,competências,967,979
LABEL_0,0.6948152,216,dentre,980,986
LABEL_0,0.7710709,217,as,987,989
LABEL_0,0.5287054,1,ver,0,3
LABEL_0,0.59423393,2,##bis,3,6
LABEL_0,0.59069514,3,",",6,7
LABEL_0,0.5166991,4,de,8,10
LABEL_0,0.5341157,5,onde,11,15
LABEL_0,0.52118814,6,destacam,16,24
LABEL_0,0.61828846,7,##os,24,26
LABEL_0,0.510237,8,o,27,28
LABEL_0,0.5390277,9,inc,29,32
LABEL_0,0.5676899,10,##iso,32,35
LABEL_1,0.7390084,11,I,36,37
LABEL_0,0.5592793,12,:,37,38
LABEL_1,0.60991365,13,Art,39,42
LABEL_0,0.5772222,14,.,42,43
LABEL_1,0.5059772,15,158,44,47
LABEL_1,0.57199633,16,.,47,48
LABEL_1,0.5964913,17,A,49,50
LABEL_1,0.61756504,18,Super,51,56
LABEL_1,0.6853663,19,##inte,56,60
LABEL_1,0.6930961,20,##ndência,60,67
LABEL_1,0.7135735,21,de,68,70
LABEL_1,0.66847456,22,Controle,71,79
LABEL_1,0.5727793,23,de,80,82
LABEL_1,0.5071103,24,Ob,83,85
LABEL_1,0.5242405,25,##riga,85,89
LABEL_0,0.66603696,26,##ções,89,93
LABEL_1,0.5528797,27,tem,94,97
LABEL_1,0.54897237,28,como,98,102
LABEL_1,0.5476808,29,competência,103,114
LABEL_0,0.5015956,30,:,114,115
LABEL_1,0.6821787,31,I,116,117
LABEL_0,0.51479256,32,-,118,119
LABEL_1,0.52804154,33,acompanhar,120,130
LABEL_0,0.50276,34,e,131,132
LABEL_1,0.5978518,35,controlar,133,142
LABEL_1,0.6364234,36,as,143,145
LABEL_0,0.51108956,37,obrigações,146,156
LABEL_0,0.5603673,38,das,157,160
LABEL_1,0.6216363,39,dete,161,165
LABEL_1,0.5766237,40,##nto,165,168
LABEL_1,0.51112276,41,##ras,168,171
LABEL_1,0.60843194,42,de,172,174
LABEL_1,0.53697306,43,concessão,175,184
LABEL_0,0.50390077,44,",",184,185
LABEL_1,0.5039567,45,permissão,186,195
LABEL_1,0.53911465,46,e,196,197
LABEL_1,0.53752846,47,autorização,198,209
LABEL_0,0.53358716,48,para,210,214
LABEL_1,0.61114484,49,exploração,215,225
LABEL_1,0.53739095,50,de,226,228
LABEL_1,0.5152368,51,serviços,229,237
LABEL_1,0.50142646,52,de,238,240
LABEL_1,0.51843095,53,tele,241,245
LABEL_0,0.69981384,54,##comunicações,245,257
LABEL_0,0.56164813,55,",",257,258
LABEL_1,0.58594155,56,de,259,261
LABEL_1,0.5168645,57,autorização,262,273
LABEL_1,0.57763845,58,de,274,276
LABEL_1,0.554679,59,uso,277,280
LABEL_0,0.50993985,60,de,281,283
LABEL_0,0.52710605,61,radio,284,289
LABEL_0,0.600088,62,##fre,289,292
LABEL_0,0.61031246,63,##quência,292,299
LABEL_0,0.54934347,64,",",299,300
LABEL_1,0.60026014,65,de,301,303
LABEL_1,0.5256335,66,autorização,304,315
LABEL_1,0.5451562,67,de,317,319
LABEL_1,0.5569977,68,uso,321,324
LABEL_0,0.54759413,69,de,326,328
LABEL_1,0.5176082,70,numer,330,335
LABEL_0,0.54467,71,##ação,335,339
LABEL_0,0.53287834,72,e,341,342
LABEL_1,0.63223046,73,de,344,346
LABEL_1,0.5211789,74,direito,348,355
LABEL_1,0.55111766,75,de,357,359
LABEL_1,0.5777744,76,exploração,361,371
LABEL_0,0.5013677,77,de,373,375
LABEL_1,0.5342846,78,satélite,377,385
LABEL_1,0.5806468,79,deﬁnidas,387,395
LABEL_0,0.5348274,80,nos,397,400
LABEL_1,0.5760416,81,instrumentos,401,413
LABEL_0,0.5053253,82,regula,414,420
LABEL_0,0.5609326,83,##tórios,420,426
LABEL_1,0.5157166,84,perƟnentes,427,437
LABEL_1,0.5576072,85,e,438,439
LABEL_1,0.50851256,86,nos,440,443
LABEL_1,0.5663457,87,respecƟvos,444,454
LABEL_1,0.50740886,88,contratos,455,464
LABEL_1,0.5002856,89,",",464,465
LABEL_1,0.5503818,90,termos,466,472
LABEL_1,0.5298994,91,e,473,474
LABEL_1,0.5002529,92,atos,475,479
LABEL_0,0.5101121,93,;,479,480
LABEL_0,0.5180653,94,(,481,482
LABEL_1,0.5034628,95,.,482,483
LABEL_0,0.5686106,96,.,483,484
LABEL_1,0.50557566,97,.,484,485
LABEL_0,0.52767676,98,),485,486
LABEL_0,0.6749932,99,3,487,488
LABEL_0,0.56195015,100,.,488,489
LABEL_1,0.55264187,101,12,489,491
LABEL_1,0.5301051,102,.,491,492
LABEL_1,0.6159658,103,Dentre,493,499
LABEL_1,0.66803235,104,as,500,502
LABEL_1,0.5698782,105,faculdades,503,513
LABEL_1,0.5828515,106,concedida,514,523
LABEL_1,0.52058315,107,##s,523,524
LABEL_0,0.52055043,108,à,525,526
LABEL_1,0.53923965,109,SC,527,529
LABEL_1,0.548064,110,##O,529,530
LABEL_1,0.5828384,111,cabe,531,535
LABEL_1,0.58490276,112,à,536,537
LABEL_1,0.55574614,113,esta,538,542
LABEL_1,0.6976739,114,Ger,543,546
LABEL_1,0.6384021,115,##ência,546,551
LABEL_1,0.72109187,116,de,552,554
LABEL_1,0.6426747,117,Controle,555,563
LABEL_1,0.60988826,118,de,564,566
LABEL_1,0.5447106,119,Ob,567,569
LABEL_1,0.5550923,120,##riga,569,573
LABEL_0,0.60043716,121,##ções,573,577
LABEL_1,0.52455914,122,Gerais,578,584
LABEL_1,0.5930106,123,(,585,586
LABEL_1,0.5626437,124,CO,586,588
LABEL_1,0.58845663,125,##GE,588,590
LABEL_0,0.5201184,126,),590,591
LABEL_1,0.6709178,127,o,592,593
LABEL_1,0.5879492,128,acompanhamento,594,608
LABEL_1,0.5673627,129,e,609,610
LABEL_1,0.63888294,130,controle,611,619
LABEL_1,0.6640044,131,do,620,622
LABEL_1,0.66921204,132,cumprimento,623,634
LABEL_1,0.5082764,133,das,635,638
LABEL_1,0.5331493,134,demais,639,645
LABEL_0,0.5242465,135,obrigações,646,656
LABEL_1,0.5695406,136,e,657,658
LABEL_1,0.50506675,137,compromissos,659,671
LABEL_1,0.56573325,138,não,672,675
LABEL_1,0.5969386,139,previsto,676,684
LABEL_1,0.5325143,140,##s,684,685
LABEL_0,0.5267022,141,nas,686,689
LABEL_1,0.6551562,142,Ger,690,693
LABEL_0,0.5411409,143,##ências,693,699
LABEL_1,0.6938115,144,de,700,702
LABEL_1,0.6849259,145,Controle,703,711
LABEL_1,0.57336724,146,de,712,714
LABEL_1,0.5449416,147,Ob,715,717
LABEL_1,0.5473648,148,##riga,717,721
LABEL_0,0.63945884,149,##ções,721,725
LABEL_1,0.53040075,150,de,726,728
LABEL_1,0.589338,151,Qual,729,733
LABEL_0,0.5960263,152,##idade,733,738
LABEL_0,0.5882043,153,",",738,739
LABEL_1,0.6440557,154,Universal,740,749
LABEL_0,0.5291935,155,##ização,749,755
LABEL_0,0.5475226,156,e,756,757
LABEL_1,0.65099216,157,de,758,760
LABEL_1,0.6078503,158,Am,761,763
LABEL_1,0.63923955,159,##pl,763,765
LABEL_1,0.59449285,160,##iação,765,770
LABEL_1,0.6680206,161,de,771,773
LABEL_1,0.5912732,162,Acesso,774,780
LABEL_0,0.5135303,163,e,781,782
LABEL_1,0.6528572,164,de,783,785
LABEL_1,0.61932284,165,Direitos,786,794
LABEL_0,0.5744465,166,dos,795,798
LABEL_1,0.5718029,167,Cons,799,803
LABEL_1,0.56404656,168,##umi,803,806
LABEL_1,0.52898306,169,##dores,806,811
LABEL_0,0.52645993,170,.,811,812
LABEL_1,0.578876,171,Desta,813,818
LABEL_0,0.6304219,172,##cam,818,821
LABEL_0,0.6074403,173,##os,821,823
LABEL_1,0.5405455,174,o,824,825
LABEL_0,0.5057303,175,inc,826,829
LABEL_0,0.6002075,176,##iso,829,832
LABEL_1,0.7231231,177,I,833,834
LABEL_0,0.5492275,178,do,835,837
LABEL_0,0.5521846,179,art,838,841
LABEL_0,0.59574765,180,.,841,842
LABEL_0,0.5051695,181,20,843,845
LABEL_1,0.56500256,182,##8,845,846
LABEL_0,0.51240057,183,do,847,849
LABEL_1,0.5381985,184,R,850,851
LABEL_1,0.5659143,185,##IA,851,853
LABEL_0,0.54632133,186,que,854,857
LABEL_0,0.52282125,187,assim,858,863
LABEL_1,0.5563375,188,deﬁne,864,869
LABEL_0,0.5731556,189,:,869,870
LABEL_1,0.60115564,190,Art,871,874
LABEL_0,0.6612045,191,.,874,875
LABEL_0,0.5046652,192,20,876,878
LABEL_1,0.60717636,193,##8,878,879
LABEL_1,0.57937896,194,.,879,880
LABEL_1,0.5760916,195,A,881,882
LABEL_1,0.6926817,196,Ger,883,886
LABEL_1,0.62550396,197,##ência,886,891
LABEL_1,0.7520395,198,de,892,894
LABEL_1,0.676434,199,Controle,895,903
LABEL_1,0.619757,200,de,904,906
LABEL_1,0.5430032,201,Ob,907,909
LABEL_1,0.5437139,202,##riga,909,913
LABEL_0,0.62905204,203,##ções,913,917
LABEL_0,0.50150794,204,Gerais,918,924
LABEL_1,0.57664144,205,tem,925,928
LABEL_0,0.59312934,206,",",928,929
LABEL_0,0.5289594,207,em,930,932
LABEL_0,0.51181716,208,sua,933,936
LABEL_1,0.58614546,209,área,937,941
LABEL_1,0.681207,210,de,942,944
LABEL_1,0.6673352,211,atuação,945,952
LABEL_0,0.54521143,212,",",952,953
LABEL_0,0.50303566,213,as,954,956
LABEL_0,0.56405544,214,seguintes,957,966
LABEL_1,0.53188264,215,competências,967,979
LABEL_0,0.5383614,216,dentre,980,986
LABEL_1,0.5403343,217,as,987,989
LABEL_1,0.5374461,1,ver,0,3
LABEL_1,0.502612,2,##bis,3,6
LABEL_0,0.57796544,3,",",6,7
LABEL_1,0.6146273,4,de,8,10
LABEL_0,0.5359879,5,onde,11,15
LABEL_1,0.5966604,6,destacam,16,24
LABEL_1,0.51860225,7,##os,24,26
LABEL_1,0.6015302,8,o,27,28
LABEL_1,0.6452638,9,inc,29,32
LABEL_1,0.62076753,10,##iso,32,35
LABEL_1,0.5557913,11,I,36,37
LABEL_0,0.5057198,12,:,37,38
LABEL_1,0.7290933,13,Art,39,42
LABEL_0,0.55032146,14,.,42,43
LABEL_0,0.5992386,15,158,44,47
LABEL_0,0.5548397,16,.,47,48
LABEL_0,0.5302584,17,A,49,50
LABEL_1,0.55751127,18,Super,51,56
LABEL_0,0.5869653,19,##inte,56,60
LABEL_0,0.55111474,20,##ndência,60,67
LABEL_1,0.64297175,21,de,68,70
LABEL_0,0.5051951,22,Controle,71,79
LABEL_1,0.5990906,23,de,80,82
LABEL_0,0.5910541,24,Ob,83,85
LABEL_1,0.511168,25,##riga,85,89
LABEL_1,0.51295877,26,##ções,89,93
LABEL_1,0.7281247,27,tem,94,97
LABEL_1,0.5963832,28,como,98,102
LABEL_1,0.53398794,29,competência,103,114
LABEL_1,0.5854027,30,:,114,115
LABEL_1,0.564914,31,I,116,117
LABEL_0,0.5009471,32,-,118,119
LABEL_1,0.6503478,33,acompanhar,120,130
